OBJECTID,lang,Titel,lat,lon,type_,pop,Height,Country,Subregion,Scale,dim,psize,style,t,image_,imagejpg,name,page_id,T_wikidata,Titel_aa,Titel_ab,Titel_ace,Titel_af,Titel_ak,Titel_als,Titel_am,Titel_an,Titel_ang,Titel_ar,Titel_arc,Titel_arz,Titel_ast,Titel_av,Titel_ay,Titel_az,Titel_ba,Titel_bar,Titel_bat_smg,Titel_bcl,Titel_be,Titel_be_x_old,Titel_bg,Titel_bh,Titel_bi,Titel_bm,Titel_bn,Titel_bo,Titel_bpy,Titel_br,Titel_bs,Titel_bug,Titel_bxr,Titel_ca,Titel_cbk_zam,Titel_cdo,Titel_ce,Titel_ceb,Titel_ch,Titel_cho,Titel_chr,Titel_chy,Titel_ckb,Titel_co,Titel_cr,Titel_crh,Titel_cs,Titel_csb,Titel_cu,Titel_cv,Titel_cy,Titel_da,Titel_de,Titel_diq,Titel_dsb,Titel_dv,Titel_dz,Titel_ee,Titel_el,Titel_eml,Titel_en,Titel_en_simple,Titel_eo,Titel_es,Titel_et,Titel_eu,Titel_ext,Titel_fa,Titel_ff,Titel_fi,Titel_fiu_vro,Titel_fj,Titel_fo,Titel_fr,Titel_frp,Titel_fur,Titel_fy,Titel_ga,Titel_gan,Titel_gd,Titel_gl,Titel_glk,Titel_gn,Titel_got,Titel_gu,Titel_gv,Titel_ha,Titel_hak,Titel_haw,Titel_he,Titel_hi,Titel_hif,Titel_ho,Titel_hr,Titel_hsb,Titel_ht,Titel_hu,Titel_hy,Titel_hz,Titel_ia,Titel_id,Titel_ie,Titel_ig,Titel_ii,Titel_ik,Titel_ilo,Titel_io,Titel_is,Titel_it,Titel_iu,Titel_ja,Titel_jbo,Titel_jv,Titel_ka,Titel_kaa,Titel_kab,Titel_kg,Titel_ki,Titel_kj,Titel_kk,Titel_kl,Titel_km,Titel_kn,Titel_ko,Titel_kr,Titel_ks,Titel_ksh,Titel_ku,Titel_kv,Titel_kw,Titel_ky,Titel_la,Titel_lad,Titel_lb,Titel_lbe,Titel_lg,Titel_li,Titel_lij,Titel_lmo,Titel_ln,Titel_lo,Titel_lt,Titel_lv,Titel_map_bms,Titel_mdf,Titel_mg,Titel_mh,Titel_mhr,Titel_mi,Titel_mk,Titel_ml,Titel_mn,Titel_mo,Titel_mr,Titel_ms,Titel_mt,Titel_mus,Titel_mwl,Titel_my,Titel_myv,Titel_mzn,Titel_na,Titel_nah,Titel_nap,Titel_nds,Titel_nds_nl,Titel_ne,Titel_new,Titel_ng,Titel_nl,Titel_nn,Titel_no,Titel_nostalgia,Titel_nov,Titel_nrm,Titel_nv,Titel_ny,Titel_oc,Titel_om,Titel_or,Titel_os,Titel_pa,Titel_pag,Titel_pam,Titel_pap,Titel_pcd,Titel_pdc,Titel_pi,Titel_pih,Titel_pl,Titel_pms,Titel_pnb,Titel_pnt,Titel_ps,Titel_pt,Titel_qu,Titel_rm,Titel_rmy,Titel_rn,Titel_ro,Titel_roa_rup,Titel_roa_tara,Titel_ru,Titel_rw,Titel_sa,Titel_sah,Titel_sc,Titel_scn,Titel_sco,Titel_sd,Titel_se,Titel_sg,Titel_sh,Titel_si,Titel_simple,Titel_sk,Titel_sl,Titel_sm,Titel_sn,Titel_so,Titel_sq,Titel_sr,Titel_srn,Titel_ss,Titel_st,Titel_stq,Titel_su,Titel_sv,Titel_sw,Titel_szl,Titel_ta,Titel_te,Titel_tet,Titel_tg,Titel_th,Titel_ti,Titel_tk,Titel_tl,Titel_tlh,Titel_tn,Titel_to,Titel_tokipona,Titel_tpi,Titel_tr,Titel_ts,Titel_tt,Titel_tum,Titel_tw,Titel_ty,Titel_udm,Titel_ug,Titel_uk,Titel_ur,Titel_uz,Titel_ve,Titel_vec,Titel_vi,Titel_vls,Titel_vo,Titel_wa,Titel_war,Titel_wo,Titel_wuu,Titel_xal,Titel_xh,Titel_yi,Titel_yo,Titel_za,Titel_zea,Titel_zh,Titel_zh_classical,Titel_zh_min_nan,Titel_zh_yue,Titel_zu,POINT_X,POINT_Y,article
"3,674",no,Morona,-4.733333330000000,-77.066666670000004,river,,,,,,,872.0000000,river,,,,,1066655,Q3123467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morona,,,Río Morona,,,,,,,,,,Río Morona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rio Morona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morona,Morona,,,,,,,,,,,,,,,,,,,,مورون دریا,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,莫羅納河,,,,,-77.066666669999961,-4.733333329999937,http://no.wikipedia.org/w/index.php?curid=1066655
"3,675",no,Nauta,-4.508333330000000,-73.583333330000002,city,15000,,,,,,616.0000000,city,,,,,1066214,Q3309417,,,,,,,,,,,,,,,Nawta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nauta,,Nauta,Nauta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nauta,,,,,,,,,,,,,,,,,,,,,,,Nauta,Nawta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nauta,,,,,,,,,,,,,,-73.583333329999959,-4.508333329999971,http://no.wikipedia.org/w/index.php?curid=1066214
"3,676",no,Pongo de Manseriche,-4.458333330000000,-77.580833330000004,landmark,,,PE,,,,500.0000000,landmark,,Pongo_de_manseriche.jpg,Pongo_de_manseriche.jpg,,1066449,Q3113747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pongo de Manseriche,,,Pongo de Manseriche,,,,,,,,,,Pongo de Manseriche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pongo de Manseriche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pongo de Manseriche,,,,,,,,,,,,,,,,,,,,,,,,Mansirichi punku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.580833329999962,-4.458333329999960,http://no.wikipedia.org/w/index.php?curid=1066449
"3,677",no,Piura,-5.200000000000000,-80.633332999999993,,,,PE,,,,"1,189.0000000",,,Crystal_Clear_app_internet.png,Piura_Plaza_de_Armas.jpg,,1089534,Q223966,,,,,,,,,,,,,,,Piwra,,,,,,Горад П'юра,П’юра (горад),Пиура,,,,,,,,,,,Piura (ciutat),,,,,,,,,,,,,,,,,,Piura,Piura (Stadt),,,,,,,,Piura,,Pjuro,Piura,,,,,,Piura,,,,Piura,,,,,,,,,Piura,,,,,,,,,,,,,,,,,,Piura,,,,,,,,Piura,,ピウラ,,,პიურა,,,,,,,,,,,,,,,,,,Piura,,,,,,,,,,Piura,,,,,,,,Пиура,,,,,,,,,,,,,Piura,,,,,,,Piura (stad),,Piura,,,,,,,,,,,,,,,,,,Piura,,,,,Piura,Piwra,,,,Piura,,,Пьюра,,,,,,,,,,,,,,,,,,,,,,,,,Piura,,,,,,,ปิวรา,,,,,,,,,,,,,,,,,Піура,,,,,,,Piura,,Piura,,,,,,,,,皮乌拉,,,,,-80.633332999999936,-5.199999999999932,http://no.wikipedia.org/w/index.php?curid=1089534
"3,678",no,MT «Fernrose» (1957),1.500000000000000,-79.500000000000000,,,,,,,,"2,289.0000000",,,Flag_of_Liberia.svg,,,1103337,Q11987647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MT «Fernrose» (1957),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.499999999999943,1.500000000000057,http://no.wikipedia.org/w/index.php?curid=1103337
"3,679",no,Baltra,-0.450000000000000,-90.266666670000006,,,,,,,,"2,630.0000000",,,Alvaro_Sevilla_Design_Isla_Santa_Cruz_Galapagos_foto_tomada_desde_el_avión.jpg,Alvaro_Sevilla_Design_Isla_Santa_Cruz_Galapagos_foto_tomada_desde_el_avión.jpg,,1197980,Q200772,,,,,,,,,,جزيرة بالترا,,,,,,,,,,,,,,,,,বাল্ট্রা দ্বীপ,,,,,,,Baltra,,,,,,,,,,,,,,,,,,,Baltra,,,,,,,,Baltra Island,,,Isla Baltra,Baltra,,,,,Baltra,,,,Île Baltra,,,,,,,,,,,,,,,,,बाल्ट्रा (गैलापागोस),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,발트라 섬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baltra,,,,,,,,,,,,,,,,,,,,,,,Ilha de Baltra,Baltra wat'a,,,,,,,,,,,,,,,,,,,,,Baltra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Бальтра (Галапагоські острови),,,,,,,,,,,,,,,,,,巴爾特拉島,,,,,-90.266666669999950,-0.449999999999932,http://no.wikipedia.org/w/index.php?curid=1197980
"3,680",no,Pinta,0.600000000000000,-90.750000000000000,,,,EC,,,,"1,797.0000000",,,Flag_of_Ecuador.svg,,,1197985,Q1064098,,,,,,,,,,جزيرة بينتا,,,,,,,,,,,,,,,,,,,,Enez Pinta,,,,,,,,,,,,,,,,,Pinta (ostrov),,,,,,Pinta (Galápagos),,,,,,,,Pinta Island,,,Isla Pinta,Pinta,,,,,Pinta (Galápagossaaret),,,,Île Pinta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,핀타 섬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinta,,,,,,Illa Pinta,,,,,,,,,,,,,,,,,Ilha de Pinta,Pinta wat'a,,,,,,,Пинта (остров),,,,,,,,,,,,,Pinta (ostrov),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Пінта (острів),,,,,,,,,,,,,,,,,,平塔島,,,,,-90.749999999999943,0.600000000000023,http://no.wikipedia.org/w/index.php?curid=1197985
"3,681",no,Galápagos nasjonalpark,-0.333333000000000,-90.000000000000000,landmark,,,,,,,"4,926.0000000",landmark,,Flag_of_Ecuador.svg,Galapagos-satellite-esislandnames.jpg,,1198612,Q112375,,,,,,,,,,,,,,,,,,,,,,,Галапагос (парк),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Galápagos National Park,,Nacia Parko Galapagoj,Parque nacional Galápagos,,,,,,,,,,Parc national des Galápagos,,,,,,,,,,,,,,,,,गैलापागोस राष्ट्रीय उद्यान,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갈라파고스 국립공원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Galápagos nasjonalpark,,,,,,,,,,,,,,,,,,Park Narodowy Galapagos,,,,,Parque Nacional Galápagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Національний парк Галапагос,,,,,,,,,,,,,,,,,,加拉巴戈斯國家公園,,,,,-89.999999999999943,-0.333332999999925,http://no.wikipedia.org/w/index.php?curid=1198612
"3,682",no,Galápagos marine reservat,-0.333333000000000,-90.000000000000000,landmark,,,,,,,"5,745.0000000",landmark,,Flag_of_Ecuador.svg,Galapagos-satellite-esislandnames.jpg,,1198625,Q603497,,,,,,,,,,محمية غالاباغوس البحرية,,,,,,,,,,,Галапагаскі марскі запаведнік,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Galápagos Marine Reserve,,,Reserva Marina de Galápagos,,,,,,,,,,Réserve marine des Galápagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Galápagos marine reservat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Галапагосский морской заповедник,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ginreserba para han Kinabuhi Pandagat han Galápagos,,,,,,,,,,,,,,-89.999999999999943,-0.333332999999925,http://no.wikipedia.org/w/index.php?curid=1198625
"3,683",no,Florencia,1.616666670000000,-75.599999999999994,landmark,,,CO,,,,"1,161.0000000",landmark,,Colombia_-_Caqueta_-_Florencia.svg,,,63537,Q849859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Florencia,,,,,,Florencia,,,,,,,,"Florencia, Caquetá",,,Florencia (Caquetá),,,,,,Florencia,,,,Florencia,,,,,,Florencia (baile),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Florencia (Caquetá),,,,,,,,,,,,,,,플로렌시아 (카케타 주),,,,,,,,,,,,,,,,,,Florensija,,,,,,,,,,,,,"Florencia, Caquetá",,,,,,,,,,,,,,,Florencia (Caquetá),,Florencia,,,,,,,,,,,,,,,,,,Florencia,,فلورنسیا,,,Florencia (Caquetá),Florencia (Caquetá),,,,,,,Флоренсия (Какета),,,,,,,,,,,,,,,,,,,,,,,,,Florencia,,,,,,,,,,"Florencia, Caquetá",,,,,,,,,,,,,,,,,,,"Florencia, Caquetá",,,,"Florencia, Caquetá",,,,,,"Florencia, Caquetá",,,弗洛倫西亞,,,,,-75.599999999999966,1.616666670000029,http://no.wikipedia.org/w/index.php?curid=63537
"3,684",pl,Cotopaxi,-0.684166670000000,-78.437222219999995,city,,,EC,,,,"3,303.0000000",city,,Commons-logo.svg,Cotopaxi.JPG,,58732,Q181476,,,,,,,,,,,,,,,,,,,,,Вулкан Катапахі,Катапаксі (вулькан),Котопакси,,,,,,,,Cotopaxi,,,Cotopaxi,,,,,,,,,,,,,Cotopaxi,,,,,Cotopaxi,Cotopaxi,,,,,,Κοτοπάξι,,Cotopaxi,,,Volcán Cotopaxi,Cotopaxi,,,کوتوپاکسی,,Cotopaxi,,,,Cotopaxi,,,,,,,Volcán Cotopaxi,,,,,,,,,קוטופקסי,,,,Cotopaxi,,,Cotopaxi,,,,Gunung Cotopaxi,,,,,,,,Cotopaxi,,コトパクシ山,,Gunung Cotopaxi,კოტოპახი,,,,,,,,,,코토팍시 산,,,,,,,,,,,,,,,,,,Kotopaksis,,,,,,,,Котопакси,,,,,,,,,,,,,,,,,,,,Cotopaxi (vulkaan),Cotopaxi,Cotopaxi,,,,,,Cotopaxi,,,,,,,,,,,,Cotopaxi,,,,,Cotopaxi,Kutupaksi,,,,Cotopaxi,,,Котопахи (вулкан),,,,,,,,,,Cotopaxi,,Cotopaxi,Cotopaxi (sopka),Cotopaxi,,,,,Котопакси,,,,,,Cotopaxi,,,,,,,ภูเขาไฟโกโตปักซี,,,,,,,,,Cotopaxi,,,,,,,,Котопахі,,,,,,,,,,,,,,,,,,科托帕希峰,,,,,-78.437222219999967,-0.684166669999968,http://pl.wikipedia.org/w/index.php?curid=58732
"3,685",pl,Galapagos,-0.500000000000000,-90.500000000000000,city,,,EC,,,,"18,500.0000000",city,,Commons-logo.svg,Galapagos-satellite-2002.jpg,,111748,Q38095,,,,Galápagos-eilande,,,,Islas Galapagos,,أرخبيل غالاباغوس,,,,,,Qalapaqos adaları,,,,,Галапагас,,Галапагоски острови,,,,গালাপাগোস দ্বীপপুঞ্জ,,,Inizi Galápagos,Galapagoska ostrva,,,Illes Galápagos,,,,,,,,,,,,,Galapágy,,,,Ynysoedd y Galapagos,Galápagosøerne,Galapagosinseln,,,ގަލާޕެގޮސް އައިލެންޑްސް,,,Νησιά Γκαλαπάγκος,,Galápagos Islands,,Galapagoj,Islas Galápagos,Galápagose saared,Galapagoak,,گالاپاگوس,,Galápagossaaret,,,Galapagosoyggjar,Îles Galápagos,,,,Oileáin Ghalápagos,,,Illas Galápagos,,,,,,,,,איי גלאפגוס,गैलापागोस द्वीपसमूह,,,Otočje Galápagos,,,Galápagos-szigetek,Գալապագոսյան կղզիներ,,,Kepulauan Galápagos,,,,,,,Galápagoseyjar,Galápagos,,ガラパゴス諸島,,Kapuloan Galápagos,გალაპაგოსის კუნძულები,,,,,,,,,,갈라파고스 제도,,,,,,,,Insulae Galapagenses,,Galápagosinselen,,,,,,,,Galapagai,Galapagu salas,,,,,,Moutere Galápagos,Галапагос,ഗാലപ്പഗോസ് ദ്വീപുകൾ,,,गालापागोस द्वीपसमूह,Kepulauan Galápagos,,,,ဂါလာပါဂိုးကျွန်းများ,,,,,,Galápagos-Inseln,,,,,Galapagoseilanden,Galápagosøyane,Galápagosøyene,,,,,,Galápagos,,,,,,,,,,,,Galapagos,,گالاپیگوس جزیرے,,,Galápagos,Yawatisuyu,,,,Insulele Galápagos,,,Галапагосские острова,,,,,Galapagos,,,,,Otočje Galápagos,,Galápagos Islands,Galapágy,Galapaški otoki,,,,Ishujt Galapagos,Галапагос,,,,,,Galápagosöarna,Galapagos,,கலாபகசுத் தீவுகள்,,,,หมู่เกาะกาลาปาโกส,,,Kapuluan ng Galapagos,,,,,,Galapagos Adaları,,,,,,,,Галапагоські острови,جزائر گالاپاگوز,,,,Quần đảo Galápagos,,,,Kapuropod-an Galápagos,,,,,,,,,科隆群岛,,Galápagos Kûn-tó,,,-90.499999999999943,-0.499999999999943,http://pl.wikipedia.org/w/index.php?curid=111748
"3,686",pl,Quito,-0.250000000000000,-78.583333330000002,city,,,,,,,"4,609.0000000",city,,Coat_of_Arms_of_Quito.svg,Quito_as_from_panecillo_Basilica.jpg,,140878,Q2900,,,,Quito,,,ኪቶ,Quito,,كيتو,,,,,Kitu,Kito,Кито,,,,Горад Кіта,Кіта,Кито,,,,,ཁེ་ཐོ།,,Quito,Quito,,,Quito,,,Кито,,,,,,,,,,Quito,,,,Quito,Quito,Quito,,,,,,Κίτο,,Quito,,Kito,Quito,Quito,Quito,Quitu,کیتو,,Quito,,,,Quito,,,Kito,Quito,,Quito,Quito,,Quito,,,,,,Quito,קיטו,क्वीटो,Quito,,Quito,,Kito,Quito,Կիտո,,Quito,Quito,Quito,,,,,Quito,Quito,Quito,,キト,,Quito,კიტო,,,,,,Кито,,,,키토,,,,Quito,,,,Quitum,Kito,Quito,,,,Quito,Quito,Quito,,Kitas,Kito,,,Quito,,,Quito,Кито,ക്വിറ്റോ,,,क्वितो,Quito,,,,,,,Quito,Quito,,,,,,,Quito,Quito,Quito,,Kito,,,,Quito,,,Кито,ਕੀਤੋ,,,Quito,,,,,Quito,Quito,کوئتو,,,Quito,Kitu,Quito,,,Quito,,,Кито,Quito,,,,Quito,Quito,,Quito,,Quito,,Quito,Quito,Quito,,Quito,Quito,Kuito,Кито,,,,,,Quito,Quito,,,,,,กีโต,,,Quito,,,,,,Quito,,Кито,,,,,كىتو,Кіто,کیٹو,,,,Quito,,Quito,,Quito,,,,,קיטא,Quito,,,基多,,Quito,基多,,-78.583333329999959,-0.249999999999943,http://pl.wikipedia.org/w/index.php?curid=140878
"3,687",pl,Ambato,-1.241666670000000,-78.619722220000000,city,297000,,EC,,,,"3,152.0000000",city,,Bandera_Província_Tungurahua.svg,Ecuador_Ambato_Basilica.JPG,,326213,Q210161,,,,,,,,,,أمباتو,,,,,,,,,,,Горад Амбата,,,,,,,,,,,,,Ambato,,,,,,,,,,,,,,,,,,,Ambato,,,,,,,,"Ambato, Ecuador",,Ambato (Ekvadoro),Ambato,,,,آمباتو، اکوادور,,Ambato,,,,Ambato,,,,,,,,,,,,,,,,,,,,Ambato,,,,Ամբատո,,,Ambato,,,,,,,,Ambato,,アンバート,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ambatas,,,,,,,,,,,,,Ambato,,,,,,,,Ambato,,,,,,,Ambato (stad),San Juan de Ambato,Ambato,,,,,,,,,,,,,,,,,,Ambato,,امباتو,,,Ambato,Ampatu llaqta,,,,Ambato,,,Амбато,,,,,,,,,,,,,San Juan de Ambato,,,,,,,,,,,,Ambato,,,,,,,,,,"Ambato, Ekwador",,,,,,,,,,,,,,Амбато,,,,,,,Ambato,,Ambato,,,,,,,,,安巴托,,,,,-78.619722219999971,-1.241666669999972,http://pl.wikipedia.org/w/index.php?curid=326213
"3,688",pl,Sullana,-4.900000000000000,-80.700000000000003,city,,,PE,,,,"1,684.0000000",city,,Flag_of_Peru.svg,,,474460,Q510413,,,,,,,,,,,,,,,Sullana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sullana,,,,,,,,Sullana,,,Sullana,,,,,,Sullana,,,,Sullana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,სულიანა,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Суљана,,,,,,,,,,,,,,,,,,,,Sullana (stad),,,,,,,,,,,,,,,,,,,,Sullana,,,,,Sullana,Sullana,,,,Sullana,,,Сульяна,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sullana,,Sullana,,,,,,,,,蘇亞納,,,,,-80.699999999999989,-4.899999999999977,http://pl.wikipedia.org/w/index.php?curid=474460
"3,689",pl,Pasto,1.166666670000000,-77.266666670000006,city,,,,,,,"1,346.0000000",city,,Coat_of_arms_of_San_Juan_de_Pasto.png,DSCN8766.JPG,,508799,Q320015,,,,,,Pasto,,,,,,,,,,,,,,,,,Пасто,,,,,,,,,,,San Juan de Pasto,,,,,,,,,,,,,,,,,,San Juan de Pasto,Pasto,,,,,,Σαν Χουάν δε Πάστο,,"Pasto, Colombia",,,San Juan de Pasto,Pasto,Pasto,,,,Pasto,,,,San Juan de Pasto,,,,,,Pasto,,,,,,,,,,,,,,Pasto,,,,,,,,,,,,,,,Pasto (Colombia),,,,,პასტო (კოლუმბია),,,,,,,,,,파스토,,,,,,,,,,,,,,,,,,Pastas,,,,,,,,,,,,,Pasto,,,,,,,,,,,,,,,Pasto,,Pasto,,,,,,,,,,,,,,,,,,Pasto,,پاستو,,,Pasto (Colômbia),San Juan de Pasto,,,,,,,Пасто (Колумбия),,,,,,,,,,,,,,,,,,,,,,,,,Pasto,,,,,,,,,,Pasto,,,,,,,,,,,,,,Пасто (Колумбія),,,,,Pasto,,,,San Juan de Pasto,,,,,,,,,帕斯托,,,,,-77.266666669999950,1.166666670000041,http://pl.wikipedia.org/w/index.php?curid=508799
"3,690",pl,Machala,-3.266666670000000,-79.966666669999995,city,,,EC,,,,"3,685.0000000",city,,Commons-logo.svg,Machala_Church_at_night_(Alfredo_Andaluz).jpg,,529900,Q215080,,,,,,,,,,,,,,,,,,,,,Горад Мачала,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Machala (Stadt),,,,,,,,Machala,,Maĉala,Machala,,,,ماچالا,,Machala,,,,Machala,,,,,,,,,,,,,,,,מצ'אלה,,,,Machala,,,,,,,Machala,,,,,,,,Machala,,マチャラ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mačala,,,,,,,,,,,,,Machala,,,,,,,Machala,Machala,,,,,,,Machala,Machala,,,,,,,,,,,,,,,,,,,Machala,,مچالا,,,Machala,Machala,,,,Machala,,,Мачала,,,,,,,,,,,,,Machala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Мачала,,,,,Machala,,Machala,,Machala,,,,,,,,,馬查拉,,,,,-79.966666669999938,-3.266666669999950,http://pl.wikipedia.org/w/index.php?curid=529900
"3,691",pl,Portoviejo,-1.056180560000000,-80.455216669999999,city,,,EC,,,,"1,302.0000000",city,,Commons_in_image_icon.svg,Portoviejo_-_Catedral.JPG,,529590,Q990716,,,,,,,,,,,,,,,,,,,,,Горад Партаўеха,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portoviejo,,,,,,,,Portoviejo,,Portoviejo,Portoviejo,,,,,,Portoviejo,,,,Portoviejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portoviejo,,,,,,,,,,,,,,,,,,,,,,,,,Portoviejo,,,,,,,,Portovjechas,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portoviejo,,,,,,,,,,,,,,,,,,,,Portoviejo,,پورتو ویئجو,,,Portoviejo,Portoviejo,,,,Portoviejo,,,Портовьехо,,,,,,,,,,,,,Portoviejo (mesto),,,,,,,,,,,,Portoviejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portoviejo,,Portoviejo,,,,,,,,,波托維耶霍,,,,,-80.455216669999970,-1.056180559999973,http://pl.wikipedia.org/w/index.php?curid=529590
"3,692",pl,Durán,-2.200000000000000,-79.833333330000002,city,,,EC,,,,981.0000000,city,,Ecuador_location_map.svg,,,534279,Q1120810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Durán,,,,,,,,"Durán, Ecuador",,Durán,Durán (ciudad),,,,,,,,,,Durán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Durán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Duranas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Durán,,,,,Durán (Equador),Durán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Durán,,,,,,,,,,,杜蘭 (厄瓜多爾),,,,,-79.833333329999959,-2.199999999999932,http://pl.wikipedia.org/w/index.php?curid=534279
"3,693",pl,Latacunga,-0.931944440000000,-78.616111110000006,city,,,EC,,,,"1,001.0000000",city,,Ecuador_location_map.svg,,,638308,Q379338,,,,,,,,,,,,,,,,,,,,,Горад Латакунга,,,,,,,,,,,,,Latacunga,,,,,,,,,,,,,Latacunga,,,,,,Latacunga,,,,,,,,Latacunga,,,Latacunga,,,,لاتاکونگا، اکوادور,,Latacunga,,,,Latacunga,,,,,,,,,,,,,,,,,,,,,,,Latacunga,,,,,,,,,,,,Latacunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latakunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latacunga,,,,,,,,,,,,,,,,,,,,Latacunga,,لاتاکونگا,,,Latacunga,Latakunka,,,,Latacunga,,,Латакунга (город),,,,,,Latacunga,,,,,,,Latacunga,,,,,,,,,,,,Latacunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latacunga,,Latacunga,,,,,,,,,拉塔昆加,,,,,-78.616111109999963,-0.931944439999938,http://pl.wikipedia.org/w/index.php?curid=638308
